lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz
4.675626,5.307492,1.466859,4.522965,4.939191,1.490143,4.984899,1.644334,1.754945,4.950356,4.344148,1.721677,4.398956,5.052112,1.50998,4.805506,5.088934,1.49501
4.66664,5.310575,1.463122,4.516205,4.936684,1.491964,4.989697,1.643301,1.755543,4.950098,4.344347,1.721528,4.449262,5.117756,1.499254,4.797475,5.090241,1.494464
4.655008,5.30116,1.463539,4.546248,5.122892,1.474148,4.998188,1.642021,1.756273,4.95065,4.34433,1.721398,4.450407,5.125889,1.498337,4.789079,5.095563,1.493199
4.641552,5.29426,1.46441,4.552423,5.139776,1.470047,5.02445,1.641394,1.757419,4.952208,4.344904,1.720928,4.417579,5.085319,1.502463,4.774398,5.107801,1.490907
4.633158,5.289579,1.465156,4.551073,5.14221,1.469357,5.047484,1.639395,1.757913,4.955878,4.346103,1.720414,4.409223,5.071293,1.504044,4.770723,5.109948,1.490123
4.648171,5.303337,1.462871,4.501486,5.031049,1.4655,5.079835,1.637568,1.758782,4.963303,4.345757,1.719707,4.459409,5.106643,1.496661,4.785766,5.099767,1.491827
4.626798,5.278451,1.466397,4.564999,5.154747,1.465748,5.112375,1.641675,1.759267,4.975341,4.348513,1.71897,4.375501,5.044572,1.508274,4.800362,5.101173,1.489453
4.670003,5.324448,1.4567,4.511039,4.997472,1.473739,5.142585,1.643926,1.759596,4.992413,4.352492,1.718039,4.506657,5.128021,1.495472,4.80258,5.119165,1.484766
4.678957,5.319626,1.456343,4.518923,4.971877,1.474744,5.171746,1.649063,1.758541,5.009427,4.355492,1.717108,4.512241,5.126904,1.495285,4.797673,5.12437,1.483445
4.694821,5.314638,1.455627,4.548517,4.973788,1.472332,5.204836,1.65145,1.759323,5.029084,4.358221,1.716489,4.524373,5.124476,1.494428,4.830076,5.120173,1.4816
4.704851,5.305383,1.455215,4.572705,4.983363,1.465179,5.235324,1.651005,1.760348,5.047797,4.358694,1.715853,4.529951,5.121199,1.494377,4.852966,5.117146,1.481193
4.741139,5.277011,1.458591,4.610456,4.953789,1.467559,5.251489,1.653564,1.759646,5.066679,4.36223,1.715209,4.530859,5.117244,1.494985,4.877274,5.115973,1.482203
4.705698,5.24049,1.466031,4.706493,5.155618,1.45829,5.271323,1.651347,1.759423,5.090944,4.362785,1.714476,4.519425,5.052157,1.506135,4.908818,5.117215,1.48192
4.734167,5.248678,1.462585,4.661107,4.985304,1.456271,5.297449,1.653942,1.759484,5.113925,4.36301,1.71384,4.555434,5.070477,1.502164,4.926273,5.109607,1.482424
4.752988,5.248432,1.462076,4.729561,5.166555,1.45531,5.310649,1.653101,1.759247,5.134816,4.365602,1.71322,4.555125,5.041482,1.506903,4.942369,5.111614,1.481999
4.806599,5.252662,1.460675,4.759027,5.147477,1.461175,5.362657,1.658805,1.75728,5.173966,4.36065,1.712704,4.561802,5.034337,1.508959,4.978894,5.102132,1.483193
4.825292,5.250436,1.461039,4.702419,4.986415,1.46163,5.379713,1.658186,1.756966,5.192716,4.359664,1.712394,4.597648,5.047803,1.507467,4.983523,5.097936,1.483002
4.826813,5.146613,1.473691,4.727212,4.959477,1.470314,5.410494,1.652874,1.755612,5.234231,4.35612,1.711982,4.605421,5.023019,1.51298,5.018086,5.073493,1.484838
4.82544,5.140693,1.474132,4.798009,5.010064,1.480836,5.426447,1.652531,1.754865,5.253993,4.355913,1.711911,4.616298,5.010281,1.515186,5.098892,5.121162,1.480172
4.83816,5.137416,1.475118,4.917645,5.18473,1.454766,5.437029,1.652533,1.754421,5.270301,4.357049,1.711634,4.627046,5.008144,1.515913,5.135006,5.120483,1.480675
4.847242,5.142829,1.474626,4.937335,5.224189,1.448226,5.455258,1.656012,1.754378,5.287963,4.358265,1.711527,4.645908,5.006545,1.516474,5.207284,5.157638,1.480219
4.866704,5.152852,1.468856,4.943899,5.254205,1.443285,5.483511,1.655227,1.755619,5.305618,4.356634,1.71164,4.696403,5.014162,1.515614,5.195178,5.160136,1.478444
4.874949,5.147392,1.469494,4.939075,5.217536,1.444667,5.490419,1.653383,1.754733,5.323638,4.354827,1.711527,4.700324,5.012615,1.516072,5.202433,5.155667,1.479142
5.049162,5.237996,1.480777,4.93254,5.050099,1.475243,5.496184,1.653271,1.754243,5.338306,4.355557,1.711452,4.723705,5.01193,1.516186,5.228889,5.171165,1.479396
5.020871,5.278275,1.470331,4.934244,5.041582,1.478286,5.505169,1.655146,1.754285,5.354604,4.35694,1.711237,4.751371,5.017719,1.514086,5.228844,5.168409,1.479586
5.018425,5.277153,1.470649,4.945829,5.027476,1.481429,5.516388,1.656898,1.753929,5.37005,4.359444,1.710988,4.753198,5.01403,1.514838,5.236826,5.162455,1.480435
5.037491,5.290802,1.468886,4.954507,5.020656,1.482989,5.524976,1.656729,1.75354,5.380584,4.360957,1.710774,4.784055,5.016395,1.513102,5.244739,5.157074,1.481153
4.980212,5.218318,1.476419,4.965722,5.016431,1.485328,5.534588,1.657635,1.753013,5.38555,4.361367,1.710813,4.805269,5.01903,1.512527,5.254822,5.154448,1.481932
4.918333,5.225472,1.481261,4.974569,5.05124,1.481486,5.541895,1.658275,1.752603,5.394591,4.361548,1.710837,4.78485,5.007541,1.520046,5.274887,5.164042,1.481057
4.914577,5.199033,1.48282,4.975323,5.062199,1.480519,5.544462,1.658276,1.752257,5.404802,4.361502,1.710763,4.773331,4.998506,1.524177,5.27915,5.165155,1.481186
4.911414,5.196413,1.482928,4.983244,5.052659,1.48279,5.546452,1.658141,1.752037,5.413051,4.360106,1.710728,4.771221,5.001191,1.52543,5.283483,5.165523,1.481472
4.908139,5.18999,1.483634,4.995792,5.043098,1.484446,5.547801,1.657926,1.751999,5.417187,4.360459,1.710646,4.768333,4.998352,1.526835,5.292706,5.164021,1.482011
4.920996,5.191495,1.482698,4.993136,5.055069,1.483809,5.548699,1.658113,1.751823,5.420073,4.360909,1.710576,4.770993,5.008543,1.526038,5.295033,5.16337,1.482249
4.924715,5.188761,1.48247,5.000899,5.136918,1.473921,5.549357,1.657978,1.751807,5.423052,4.36112,1.710521,4.768692,5.015018,1.526472,5.294414,5.158094,1.482513
4.92374,5.185705,1.482335,5.006945,5.147909,1.472668,5.549091,1.657727,1.751771,5.425953,4.361224,1.710424,4.763963,5.021123,1.5272,5.291798,5.153018,1.482908
4.918965,5.188203,1.482257,5.009236,5.153844,1.471488,5.549479,1.657221,1.751687,5.42826,4.361404,1.710334,4.759195,5.026961,1.527607,5.283366,5.144185,1.483342
4.916151,5.189636,1.48185,5.014421,5.161337,1.469681,5.549185,1.657118,1.751672,5.430628,4.361887,1.710225,4.756514,5.030855,1.527566,5.274059,5.13249,1.484405
4.911473,5.177282,1.482599,5.014217,5.162317,1.469381,5.549424,1.657124,1.751595,5.431681,4.362276,1.710159,4.751433,5.024538,1.529076,5.270348,5.127117,1.484773
4.902278,5.176491,1.483987,5.010774,5.165272,1.468659,5.549229,1.657015,1.751558,5.433688,4.362419,1.710079,4.740916,5.025009,1.530448,5.261551,5.119794,1.485429
4.89774,5.16491,1.4843,5.007657,5.167382,1.468075,5.548066,1.656731,1.751347,5.435366,4.363008,1.709901,4.736706,5.019102,1.531528,5.260942,5.116199,1.485548
4.897797,5.138851,1.484316,5.006735,5.172883,1.466552,5.546938,1.656199,1.751213,5.436236,4.363809,1.709556,4.728949,5.010055,1.532424,5.248889,5.114533,1.486166
4.889301,5.131514,1.48189,4.984811,5.169014,1.466427,5.546019,1.656543,1.75144,5.435084,4.364357,1.709298,4.725863,5.010207,1.531503,5.249651,5.114198,1.485487
4.884444,5.130271,1.481835,4.983436,5.168671,1.466366,5.545676,1.656686,1.751501,5.434027,4.364781,1.709192,4.717515,5.012702,1.531343,5.249199,5.114537,1.484908
4.884601,5.126037,1.481055,4.986546,5.168411,1.465497,5.545714,1.656491,1.751586,5.432155,4.364809,1.709111,4.716783,5.008013,1.530401,5.248281,5.115891,1.484202
4.885257,5.119226,1.480386,4.978839,5.136011,1.467474,5.542492,1.655908,1.751864,5.429533,4.365321,1.708968,4.71557,5.005095,1.529848,5.548583,4.951957,1.509983
4.887948,5.120888,1.47975,4.980478,5.12022,1.468566,5.539417,1.655682,1.752045,5.426072,4.365833,1.708927,4.715264,5.007158,1.528837,5.548554,4.940999,1.507356
4.888833,5.126142,1.479387,5.003614,5.113906,1.467581,5.53547,1.65502,1.75248,5.423062,4.36458,1.709006,4.716286,5.008142,1.528086,5.4148,5.03771,1.480833
4.893363,5.137601,1.478036,5.158855,5.124734,1.452396,5.53141,1.653476,1.752808,5.41545,4.360154,1.709378,4.723348,5.010635,1.526179,5.416987,5.032375,1.47905
4.904584,5.161904,1.474884,5.357021,5.070128,1.454966,5.52093,1.650622,1.7533,5.396122,4.352761,1.710587,4.734022,5.026937,1.522072,5.512802,4.958396,1.477704
4.920307,5.132543,1.472365,5.40839,5.048678,1.455152,5.512357,1.649793,1.7538,5.385812,4.350115,1.711057,4.737263,5.031454,1.521049,5.53464,4.949739,1.476537
4.932524,5.119647,1.471552,5.471795,5.024178,1.456351,5.498664,1.647577,1.755203,5.371459,4.346479,1.711698,4.741476,5.034576,1.520219,5.703646,4.887181,1.486485
4.935982,5.119089,1.47137,5.527764,5.044322,1.452172,5.478052,1.644601,1.755725,5.356443,4.3431,1.712352,4.741652,5.038154,1.519799,5.730148,4.872636,1.488234
4.945426,5.106529,1.471228,5.668211,5.079373,1.441453,5.463654,1.642511,1.756417,5.34124,4.33925,1.71304,4.743557,5.041628,1.519387,5.760425,4.873359,1.48706
4.968198,5.074784,1.470491,5.830721,5.116349,1.441553,5.431013,1.640562,1.758364,5.325806,4.334728,1.713721,4.75059,5.052025,1.517427,5.821264,4.878811,1.48465
4.974801,5.064757,1.470879,5.8769,5.049164,1.454979,5.38687,1.635437,1.759782,5.313786,4.329563,1.714606,4.752194,5.05468,1.517047,5.975613,4.816533,1.494517
4.975439,5.060184,1.471552,6.046358,5.016766,1.457864,5.361242,1.631949,1.760541,5.304481,4.326182,1.715495,4.751122,5.052631,1.517406,6.185977,4.761413,1.484876
4.976372,5.058094,1.47203,6.311444,4.928444,1.445747,5.322329,1.628977,1.76166,5.296645,4.322901,1.716314,4.751229,5.050167,1.517719,6.282897,4.716098,1.49351
4.976474,5.053338,1.472589,6.477257,4.661912,1.473834,5.29422,1.626688,1.763394,5.290616,4.322007,1.71677,4.750519,5.047482,1.518127,6.449612,4.621746,1.516715
5.119107,5.181493,1.484616,6.567486,4.540385,1.491311,5.260455,1.62145,1.763621,5.276682,4.316758,1.718104,4.922441,4.961892,1.522476,6.513427,4.55846,1.522261
5.131059,5.181947,1.483645,6.686482,4.373554,1.501631,5.218538,1.619,1.764785,5.26513,4.31041,1.719908,4.921829,4.961273,1.522432,6.64224,4.404962,1.551716
4.804456,5.310458,1.48577,6.835827,4.197144,1.503368,5.177683,1.619093,1.764328,5.251259,4.303405,1.721289,4.673449,5.057167,1.524238,6.723893,4.331331,1.543323
4.80339,5.292871,1.488223,6.947037,4.011209,1.521519,5.153237,1.618822,1.76435,5.238516,4.294889,1.723012,4.666987,5.041721,1.526499,6.870564,4.074276,1.551261
4.909053,5.248877,1.47822,6.998438,3.852794,1.540236,5.12065,1.621929,1.764341,5.228588,4.292434,1.724065,4.741366,5.006825,1.519414,6.929726,3.943892,1.550947
4.960667,5.261016,1.47394,7.118552,3.330511,1.527812,5.046364,1.624683,1.766465,5.200783,4.282214,1.727548,4.770307,5.011769,1.51726,6.990252,3.61758,1.568492
4.972863,5.260681,1.473162,7.142421,3.172759,1.524935,5.021044,1.621126,1.767412,5.184855,4.276937,1.729558,4.774975,5.010048,1.517132,7.001411,3.480829,1.572127
5.001634,5.251651,1.473997,7.145952,3.04172,1.525224,4.982161,1.625028,1.768002,5.172712,4.274806,1.731151,4.793612,5.003452,1.518044,6.996301,3.411147,1.573188
5.008772,5.251095,1.47365,7.135568,2.988003,1.52528,4.956832,1.628721,1.768152,5.153244,4.279148,1.732986,4.793721,5.002759,1.518312,6.990087,3.379348,1.570681
5.026216,5.264602,1.470421,7.116334,2.940026,1.523934,4.915785,1.634561,1.768846,5.136539,4.283875,1.734499,4.792634,5.001327,1.518559,6.982538,3.340552,1.564073
5.029665,5.266361,1.470346,7.100117,2.93322,1.521175,4.888922,1.63658,1.769206,5.120999,4.28459,1.735988,4.791681,5.000149,1.519225,6.946438,3.347053,1.556927
5.035316,5.268526,1.469885,7.053145,2.971309,1.511239,4.84466,1.642097,1.769529,5.105493,4.282306,1.737729,4.790929,4.999111,1.519788,6.874258,3.426651,1.5466
4.688952,5.341335,1.496071,6.941685,3.146712,1.489486,4.808166,1.646997,1.768812,5.084379,4.281511,1.739365,4.527702,5.054428,1.539837,6.934096,3.286594,1.478773
4.412388,5.316178,1.531775,6.887641,3.237914,1.476174,4.783564,1.65313,1.768597,5.060517,4.287271,1.740325,4.316689,5.036709,1.566978,6.745648,3.576086,1.499268
4.416153,5.301815,1.532407,6.815251,3.37583,1.451867,4.752835,1.656564,1.768542,5.040612,4.291543,1.740917,4.31261,5.026847,1.56813,6.575812,3.769383,1.491875
4.418094,5.319458,1.53849,6.587476,3.697839,1.438774,4.721666,1.664311,1.76773,5.01317,4.29689,1.741614,4.308453,5.043286,1.573091,6.495559,3.856532,1.465219
4.397175,5.343486,1.543894,6.463796,3.804019,1.422329,4.698179,1.666746,1.767339,4.989073,4.302614,1.741924,4.287542,5.064166,1.577469,6.458109,3.838278,1.412729
4.401293,5.331398,1.544168,6.281722,3.920036,1.402337,4.680474,1.669895,1.766662,4.964188,4.309876,1.74209,4.286488,5.055222,1.578085,6.161851,4.100332,1.442382
4.985662,5.158648,1.496921,6.091695,4.013829,1.387857,4.65899,1.673477,1.766605,4.935029,4.312596,1.742119,4.721059,4.927196,1.542866,6.071745,4.143124,1.420716
4.413571,5.279432,1.53203,5.890897,4.13916,1.377116,4.632545,1.676399,1.76593,4.914117,4.313993,1.742271,4.288476,5.019592,1.569461,5.852307,4.240263,1.394372
4.41612,5.272855,1.532267,5.748044,4.173467,1.365624,4.605684,1.680823,1.764959,4.886775,4.314437,1.74237,4.287032,5.016003,1.569975,5.710242,4.270672,1.387094
4.263838,5.377404,1.545291,5.550241,4.261246,1.361389,4.587488,1.684967,1.764999,4.868262,4.316091,1.742518,4.166017,5.097623,1.580119,5.423084,4.315966,1.36179
4.392846,5.284472,1.536294,5.394471,4.3,1.354825,4.570556,1.686656,1.765002,4.84902,4.312356,1.743057,4.260004,5.028355,1.57367,5.347326,4.347613,1.3854
4.390193,5.268262,1.537906,5.173674,4.260476,1.320936,4.547816,1.689029,1.765306,4.833961,4.311599,1.743662,4.252882,5.015402,1.575521,5.107951,4.589634,1.408636
4.389158,5.251152,1.538824,5.00851,4.347768,1.387768,4.524317,1.689985,1.766013,4.816521,4.308158,1.744542,4.24791,5.001712,1.576765,5.010372,4.462549,1.41434
4.386356,5.237805,1.539378,4.778156,4.3096,1.398074,4.506447,1.69027,1.766293,4.807855,4.305655,1.744823,4.241811,4.990451,1.578121,4.88985,4.332704,1.423688
4.386246,5.240128,1.538598,4.673526,4.258368,1.403719,4.496805,1.686589,1.765829,4.795458,4.297821,1.745273,4.238818,4.991463,1.578308,4.733383,4.249137,1.424729
4.38407,5.243051,1.538167,4.376714,4.140031,1.38903,4.489913,1.686846,1.765703,4.777865,4.275168,1.745487,4.234477,4.994843,1.578424,4.661283,4.210999,1.431242
4.464558,5.206932,1.526441,4.145957,4.032473,1.378958,4.478478,1.687644,1.765589,4.774263,4.270554,1.745293,4.29048,4.985106,1.569149,4.507403,4.110876,1.443491
4.469038,5.196852,1.525923,3.967685,3.908125,1.390625,4.473824,1.684543,1.765406,4.766904,4.263374,1.745059,4.291861,4.982102,1.568773,4.45453,4.053472,1.450102
4.472557,5.192362,1.524913,3.900925,3.833873,1.411457,4.472182,1.681266,1.765407,4.748011,4.245623,1.745428,4.291381,4.97915,1.568423,4.34675,3.942979,1.460579
4.475876,5.189585,1.523263,3.877943,3.717657,1.440894,4.47345,1.680325,1.765406,4.742105,4.238229,1.745338,4.292863,4.978167,1.567312,4.270252,3.846262,1.467103
4.475042,5.192004,1.520271,3.836438,3.605891,1.454536,4.473903,1.679764,1.765542,4.738818,4.234066,1.745219,4.290521,4.979599,1.565419,4.23332,3.747954,1.474451
4.23787,5.253976,1.534904,3.817715,3.485879,1.470111,4.476477,1.677635,1.765433,4.7377,4.229392,1.745111,4.113211,5.012688,1.57702,4.207963,3.666837,1.480241
4.234058,5.235528,1.538561,3.775787,3.348348,1.483181,4.4939,1.67233,1.765956,4.743922,4.282645,1.740749,4.108628,4.993532,1.580422,4.166275,3.534249,1.487913
4.517935,5.268028,1.500808,3.746339,3.235878,1.494105,4.516871,1.663911,1.765786,4.755461,4.391747,1.734579,4.319341,5.012725,1.553121,4.131398,3.434137,1.493241
3.946708,5.303637,1.561719,3.653736,3.023844,1.509317,4.566394,1.646925,1.767857,4.75344,4.39192,1.734673,3.878174,5.032545,1.601677,4.065263,3.281661,1.499927
3.950062,5.256849,1.566112,3.716402,2.940762,1.516499,4.586335,1.631544,1.767226,4.754439,4.388172,1.734605,3.874449,4.98981,1.606647,4.016453,3.093938,1.512314
3.87396,5.047403,1.60267,3.909283,2.716536,1.528695,4.635736,1.607177,1.769053,4.758089,4.381066,1.734502,3.808649,4.765076,1.640576,3.963918,3.016514,1.509204
3.864311,5.040265,1.604257,3.951908,2.523687,1.515721,4.722975,1.549593,1.770974,4.791561,4.333912,1.735646,3.802657,4.759218,1.641832,3.978694,2.841669,1.510731
3.877618,5.025337,1.602447,3.957138,2.502218,1.515435,4.780535,1.529001,1.773201,4.797549,4.325632,1.735691,3.815144,4.746382,1.640586,3.999948,2.818183,1.509841
3.873718,5.017969,1.603047,3.966405,2.46807,1.514375,4.810624,1.499645,1.77205,4.813476,4.314143,1.735294,3.815132,4.738056,1.641152,4.019737,2.782219,1.508342
4.232929,5.291356,1.495091,4.153227,2.576325,1.469199,4.89787,1.48716,1.77297,4.89571,4.272606,1.732973,4.111254,5.081712,1.543794,4.205332,2.891207,1.464465
4.165464,5.344457,1.489502,3.989567,2.620933,1.495719,4.931034,1.493738,1.772163,4.920582,4.272992,1.733804,4.071152,5.12267,1.538474,4.247614,2.738038,1.465979
4.035408,5.063853,1.553389,4.130335,2.792138,1.470637,4.962549,1.499985,1.771323,4.983503,4.177265,1.737485,3.946502,4.835128,1.601478,4.388367,2.909235,1.440899
4.032205,5.058242,1.555594,4.139928,2.827285,1.461365,5.010668,1.509254,1.771248,4.994267,4.181213,1.738435,3.943682,4.826613,1.603148,4.397944,2.944376,1.431628
4.06705,5.033631,1.550884,4.348912,3.142926,1.443549,5.048717,1.514854,1.771126,5.012854,4.187006,1.741219,3.962963,4.817205,1.600013,4.606913,3.26001,1.413814
3.976347,5.27373,1.533122,4.406457,3.191391,1.412273,5.089505,1.526663,1.771548,5.028744,4.238588,1.742248,3.94102,5.010728,1.576753,4.664442,3.308467,1.38254
3.985658,5.310909,1.536492,4.62592,3.209712,1.300105,5.153833,1.596748,1.773607,5.046961,4.210065,1.747209,3.959616,5.035142,1.577117,4.920771,3.290883,1.318866
4.063138,5.285787,1.534344,5.001433,3.75019,1.304899,5.201255,1.619421,1.773796,5.052936,4.20807,1.748317,4.018142,5.014939,1.575618,5.277094,3.735965,1.337221
4.077092,5.291807,1.539955,5.488102,3.850344,1.335231,5.240502,1.634447,1.774164,5.074932,4.255636,1.7484,4.030254,5.016641,1.579979,5.466899,3.842034,1.335764
4.114101,5.277484,1.539265,5.749794,3.908287,1.341982,5.279129,1.649945,1.775066,5.097269,4.276682,1.747955,4.060578,5.004092,1.579433,5.817397,3.800978,1.325916
4.808735,5.161161,1.498637,5.807884,4.01319,1.227232,5.313145,1.653636,1.77621,5.117458,4.28865,1.747135,4.587958,4.911349,1.549003,5.863138,4.053102,1.306282
4.587931,5.026851,1.533149,6.270789,4.110687,1.428473,5.345684,1.65955,1.777472,5.127188,4.286034,1.747499,4.426643,4.807036,1.57492,6.270383,4.110919,1.428883
4.633265,5.020159,1.529095,6.637852,4.109014,1.388001,5.365347,1.660536,1.777659,5.149629,4.278275,1.747979,4.465477,4.797174,1.571927,6.502452,4.137227,1.450873
4.753844,5.0762,1.510593,6.925855,3.753698,1.423289,5.398548,1.653763,1.779255,5.193746,4.275944,1.749041,4.563077,4.836667,1.55786,6.844328,3.873881,1.455804
4.746638,5.077194,1.510857,7.153839,3.584465,1.427041,5.406725,1.647876,1.779844,5.211739,4.270634,1.749678,4.563085,4.834976,1.557864,6.968017,3.773163,1.476988
4.797284,5.071168,1.507812,7.314856,3.451769,1.452023,5.411278,1.64454,1.780496,5.228754,4.269575,1.749994,4.604693,4.828361,1.55554,7.220611,3.500999,1.461161
4.780987,5.048992,1.509402,7.518157,3.275693,1.462795,5.414039,1.641693,1.781241,5.241071,4.270367,1.750291,4.595024,4.810833,1.556648,7.341668,3.394674,1.495864
4.776447,5.035881,1.509688,7.617051,3.142111,1.486433,5.415251,1.635607,1.781511,5.254891,4.266674,1.750507,4.595078,4.799668,1.556954,7.373529,3.323443,1.510721
4.798034,5.010673,1.510176,7.622813,3.05126,1.512227,5.415701,1.631989,1.782649,5.268724,4.25924,1.750898,4.614492,4.779894,1.557471,7.391143,3.224876,1.533598
4.574181,4.975412,1.516861,7.660479,2.827068,1.538107,5.414546,1.629004,1.782846,5.279419,4.25767,1.751135,4.44936,4.752403,1.562733,7.450931,3.05485,1.539692
5.198286,5.041868,1.474059,7.632311,2.772007,1.547638,5.411308,1.628001,1.783391,5.286828,4.257859,1.751358,4.921047,4.801343,1.531018,7.434398,2.941046,1.556233
4.820218,4.893684,1.515126,7.588946,2.714147,1.557498,5.39992,1.624935,1.783983,5.297909,4.256523,1.751767,4.647934,4.70133,1.560387,7.45083,2.886469,1.553197
5.216018,5.009726,1.458657,7.531336,2.658979,1.563718,5.377642,1.618835,1.784724,5.306059,4.257032,1.752013,4.945486,4.784242,1.519237,7.428063,2.838244,1.552665
5.205305,5.000083,1.460213,7.464506,2.633096,1.566235,5.353837,1.616218,1.784934,5.31256,4.259391,1.752145,4.937291,4.775067,1.521299,7.35957,2.812403,1.546685
5.197596,4.992981,1.460837,7.338953,2.635524,1.561531,5.32725,1.613831,1.784358,5.317341,4.260113,1.75221,4.931345,4.769768,1.522484,7.301828,2.801993,1.539894
5.236699,5.015746,1.451475,7.291252,2.643064,1.553741,5.270985,1.617523,1.780952,5.322095,4.261326,1.752267,4.967909,4.80075,1.513837,7.237485,2.793489,1.525851
5.246645,5.018394,1.448601,7.175359,2.695879,1.532817,5.235166,1.620246,1.780436,5.324505,4.263941,1.752263,4.977273,4.807664,1.511436,7.139146,2.810164,1.502842
5.034015,4.909531,1.491213,7.097533,2.736933,1.514965,5.209297,1.623971,1.779312,5.325494,4.267936,1.752162,4.981266,4.813469,1.509589,7.008704,2.813794,1.46967
5.044947,4.912171,1.489284,6.833318,2.95187,1.46287,5.117373,1.641831,1.775714,5.314044,4.282753,1.751443,4.970116,4.813719,1.510105,6.769279,3.081692,1.4464
5.032917,4.917639,1.488403,6.538051,3.216248,1.418388,5.048034,1.658013,1.772019,5.284384,4.289791,1.751189,4.948143,4.856595,1.504246,6.471444,3.361984,1.411637
5.018336,4.922738,1.487887,6.384624,3.285716,1.399693,5.012294,1.663917,1.770971,5.261887,4.301823,1.750834,4.916718,4.841147,1.510577,6.337012,3.436235,1.398727
5.004551,4.932024,1.486619,6.185609,3.390007,1.379461,4.985347,1.668036,1.769632,5.241661,4.30782,1.750515,4.929445,4.862453,1.504422,6.143349,3.54232,1.378146
4.979705,4.934819,1.486786,6.069276,3.419863,1.365548,4.951334,1.676141,1.768769,5.217815,4.324547,1.750091,4.780507,4.761108,1.541708,5.923189,3.601942,1.351866
4.953824,4.941033,1.487348,5.835804,3.538778,1.350555,4.913426,1.681559,1.767732,5.206244,4.322037,1.750336,4.763155,4.828847,1.539625,5.741547,3.708255,1.317193
4.921215,4.952999,1.488163,5.650911,3.616066,1.342128,4.871866,1.686862,1.767451,5.179259,4.317542,1.750523,4.664589,4.74405,1.558351,5.484367,3.824542,1.330528
4.884135,4.956192,1.489767,5.508343,3.673973,1.326228,4.841689,1.68929,1.766899,5.155358,4.306154,1.750891,4.78317,4.855595,1.515728,5.353617,3.668407,1.270749
4.849887,4.965168,1.490925,5.27585,3.759751,1.321361,4.801341,1.692629,1.765528,5.123085,4.290828,1.751745,4.641224,4.764844,1.552046,5.282519,3.77833,1.330073
4.821754,4.989537,1.489499,5.138933,3.672386,1.276212,4.749986,1.703205,1.76439,5.099298,4.290277,1.752119,4.722767,4.972518,1.507365,5.153778,4.138592,1.402317
4.796628,5.00739,1.489417,4.688011,4.008195,1.332907,4.720866,1.708001,1.762547,5.077672,4.28798,1.752764,4.4609,4.828365,1.549565,4.999138,4.093927,1.390458
4.995747,5.256447,1.436652,4.755455,4.032557,1.406988,4.68947,1.712676,1.761617,5.056988,4.268418,1.753661,4.636282,4.993171,1.514561,4.817299,4.064156,1.414222
4.69704,5.029964,1.489766,4.538086,3.984509,1.404832,4.660933,1.713685,1.76086,5.031916,4.248645,1.754544,4.421909,4.873446,1.555404,4.697783,4.002114,1.435385
4.696388,5.028701,1.489465,4.21366,3.874534,1.39084,4.63391,1.71673,1.760733,5.025072,4.247132,1.753839,4.41663,4.872093,1.556233,4.647063,3.966287,1.450912
4.694418,5.029414,1.488621,4.078265,3.763541,1.42076,4.6035,1.71754,1.75993,4.98266,4.233038,1.753914,4.408717,4.87076,1.555068,4.461222,3.857483,1.466196
4.747874,4.800769,1.538637,4.002666,3.693753,1.450992,4.56427,1.724725,1.760756,4.962389,4.232564,1.753669,4.44137,4.848638,1.55401,4.405951,3.80072,1.473697
4.68747,4.917024,1.516371,3.927085,3.577502,1.479032,4.535047,1.727711,1.762509,4.941543,4.227888,1.753013,4.421327,4.853656,1.549406,4.34128,3.695132,1.486903
4.60014,4.981041,1.495087,3.929871,3.444901,1.503801,4.524179,1.720913,1.762562,4.918071,4.170604,1.752646,4.297476,4.776584,1.541363,4.328135,3.609527,1.496795
4.690015,4.967252,1.515287,3.958925,3.35499,1.519448,4.508277,1.717718,1.762528,4.906247,4.136723,1.752703,4.428146,4.829334,1.539381,4.352766,3.518345,1.50515
4.62105,4.990334,1.487549,4.030457,3.208018,1.534912,4.497201,1.710985,1.763145,4.918867,4.066475,1.75231,4.380475,4.750034,1.526607,4.378904,3.435602,1.511475
4.616713,4.984185,1.486604,3.980993,3.118191,1.548531,4.483527,1.695157,1.762442,4.927856,4.248012,1.74062,4.382951,4.742687,1.525722,4.2657,3.236871,1.532736
4.61355,4.975467,1.485354,3.931772,2.840966,1.566842,4.459501,1.676498,1.761217,4.919508,4.262491,1.740156,4.452071,4.843808,1.521576,4.260767,3.040586,1.542921
4.616341,4.959296,1.482672,4.398926,3.268476,1.518214,4.4456,1.662784,1.761069,4.916738,4.268024,1.7393,4.43991,4.83286,1.524643,4.559107,3.383841,1.486338
4.619547,4.949488,1.481055,4.439281,3.424528,1.516769,4.43681,1.650859,1.760402,4.913419,4.270407,1.739009,4.400396,4.697238,1.516066,4.528802,3.542856,1.479024
4.62225,4.93695,1.48036,4.130475,2.743663,1.542756,4.435888,1.648917,1.760817,4.907446,4.271172,1.739073,4.478747,4.852553,1.505861,4.398259,2.905152,1.518508
4.629506,4.926669,1.479514,4.140821,2.748684,1.537574,4.437664,1.650768,1.761408,4.899678,4.27319,1.739154,4.405783,4.68441,1.518128,4.408952,2.910453,1.513339
